Corpus, Filename, Utterance number, Clause number, Location of clause start, Location of clause end,Speaker, Clause, Matrix (verb) language, Linguality of clause, Linguality of utterance, Dependent variable, Verb morphology, AoA minority language, AoA majority language, Mother's language, Father's language, Parental input,Primary school language,Secondary school language, Language of education, Identity, Social network
"Siarad","fusser14","216","1","1","2","AWE","ti cofio ","cym","monoW","monoW","www","remember.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","216","2","3","6","AWE","bod bod fi wedi ","cym","monoW","monoW","www","be.V.INFIN=be.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","217","1","1","5","BEL","dw i ddim yn cofio ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=remember.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","218","1","1","6","BEL","ti ti wedi sgwennu fo lawr ","cym","monoW","monoW","www","write.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","219","1","1","9","BEL","ond yn anffodus Cywryd be mae mam yn deud ","cym","biling","biling","wbb","be.V.3S.PRES=say.V.INFIN.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","221","1","1","8","AWE","dan ni ddim yn rei garw am bwdins ","cym","monoW","monoW","www","be.V.1P.PRES.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","222","1","1","4","AWE","well dw i yn ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","223","1","1","6","AWE","ond ti ddim yn wneud nhw ","cym","monoW","monoW","www","make.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","224","1","1","7","BEL","na dw i ddim yn wneud nhw ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=make.V.INFIN+SM","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","226","1","1","8","AWE","ond oedd hi digon braf i i er ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","226","2","9","13","AWE","bwyta allan yn fan yna ","cym","monoW","biling","wwb","eat.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","226","3","14","14","AWE","oedd ","cym","monoW","biling","wwb","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","227","1","1","11","BEL","oedd ni bwyta allan mwy neu lai bob bob bob nos ","cym","monoW","monoW","www","be.V.3S.IMPERF=eat.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","228","1","1","3","BEL","ti cofio ni ","cym","monoW","biling","wwb","remember.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","228","2","4","5","BEL","bwyta er ","cym","biling","biling","wbb","eat.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","228","3","6","7","BEL","bwyta allan ","cym","monoW","biling","wwb","eat.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","229","1","1","9","BEL","oedd ti mynd am dro efo efo dy fam ","cym","biling","biling","wbb","be.V.3S.IMPERF=go.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","230","1","1","8","BEL","a sbia be beth oedd yn y cae ","cym","monoW","monoW","www","be.V.3S.IMPERF","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","231","1","1","5","BEL","beth oedd yn y cae ","cym","monoW","monoW","www","be.V.3S.IMPERF","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","239","1","1","6","AWE","oedd tua deg shop lyfrau yna ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","239","2","7","7","AWE","doedd ","cym","monoW","biling","wwb","be.V.3S.IMPERF.NEG","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","245","1","1","7","AWE","dw i ddim yn cofio pa lyfr ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=remember.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","245","2","8","13","AWE","oedda chi ddarllen ar y pryd ","cym","monoW","monoW","www","be.V.2S.PAST.NORTH=read.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","247","1","1","9","AWE","ti dod â dau neu dri efo ti do ","cym","monoW","monoW","www","come.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","256","1","1","3","AWE","er newydd ddysgu ","cym","biling","biling","wbb","teach.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","256","2","4","5","AWE","wneud sut ","cym","monoW","biling","wwb","make.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","256","3","6","8","AWE","i drosglwyddo lluniau ","cym","monoW","biling","wwb","transfer.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","424","1","1","9","BEL","a cawson ni hynny er can mil o weithiau ","cym","biling","biling","wbb","get.V.3P.PAST","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","426","1","1","8","BEL","so oh hon oedd y llun llun gorau ","cym","biling","biling","wbb","be.V.3S.IMPERF","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","430","1","1","6","AWE","ond chwarae teg mae o yn ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","431","1","1","9","BEL","ond dw i yn lico yr um celfyddydau Llydaw ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","432","1","1","7","BEL","ond er tro cynta aeth ni yna ","cym","biling","biling","wbb","go.V.3S.PAST","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","432","2","8","10","BEL","aethon ni er ","cym","biling","biling","wbb","go.V.3P.PAST.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","432","3","11","16","BEL","i weld yr um gwaith Henri_Rivière ","cym","biling","biling","wbb","see.V.INFIN+SM","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","432","4","17","18","BEL","sy yn ","cym","monoW","biling","wwb","which_is.V.3SP.PRES.REL","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","438","1","1","5","BEL","mae rywbeth japanëeg amdano fo ","cym","monoW","monoW","www","be.V.3S.PRES","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","441","1","1","3","AWE","dyna ti hwnna ","","monoW","monoW","","","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","441","2","4","7","AWE","ydy yr llun de ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","444","1","1","3","AWE","oedd ffefryn fi ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","448","1","1","2","AWE","cofio hwn ","cym","monoW","monoW","www","remember.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","449","1","1","5","AWE","mae o ar yr um ","cym","biling","biling","wbb","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","451","1","1","3","BEL","prynon ni hwn ","cym","monoW","monoW","www","buy.V.1P.PAST.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","453","1","1","6","BEL","ti yn cofio yr lle yma ","cym","monoW","monoW","www","remember.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","454","1","1","3","BEL","dw i cofio ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=remember.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","455","1","1","3","BEL","aethon ni yna ","cym","monoW","monoW","www","go.V.3P.PAST.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","456","1","1","7","BEL","aethon ni i farchnad yn y bore ","cym","monoW","monoW","www","go.V.3P.PAST.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","478","1","1","13","AWE","fan yna aethon ni ar_ôl Dinan yeah i bentre bach del del del ","cym","biling","biling","wbb","go.V.3P.PAST.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","480","1","1","7","AWE","a wnest ti weld pwll nofio yna ","cym","monoW","monoW","www","do.V.2S.PAST.SPOKEN+SM=see.V.INFIN+SM=swim.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","488","1","1","8","AWE","o'n i ddim cofio na yr un diwrnod ","cym","monoW","monoW","www","remember.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","488","2","9","10","AWE","oedd o ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","508","1","1","4","AWE","dim hwnna ydy o ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","520","1","1","3","AWE","ti cofio hwnna ","cym","monoW","monoW","www","remember.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","639","1","1","8","AWE","oedd yna ddim ryw gwningen ac o'n i ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","639","2","9","10","AWE","yn trio ","cym","monoW","monoW","www","try.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","639","3","11","13","AWE","tynnu llun hi ","cym","monoW","monoW","www","take.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","650","1","1","7","AWE","wnest ti ddim dal hi yn diwedd ","cym","monoW","monoW","www","do.V.2S.PAST.SPOKEN+SM=hold.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","657","1","1","7","AWE","a crempogau faint o grempogau gaethon ni ","cym","monoW","monoW","www","get.V.1P.PAST.SPOKEN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","659","1","1","4","AWE","a cacenni do Cywryd ","cym","biling","biling","wbb","come.V.1S.PRES.SPOKEN[or]yes.ADV.PAST[or]roof.N.M.SG+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","662","1","1","3","AWE","banana ti fwyta ","cym","biling","biling","wbb","eat.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","664","1","1","8","BEL","ar y ffordd nôl i car penderfynodd Cywryd ","cym","biling","biling","wbb","back.ADV[or]fetch.V.INFIN=decide.V.3S.PAST","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","664","2","9","12","BEL","bod golygfa llawer gwell ","cym","monoW","biling","wwb","be.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","664","3","13","18","BEL","i chael o yr byd trwy ","cym","monoW","biling","wwb","have.V.INFIN+AM","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","664","4","19","22","BEL","edrych arno wyneb i_waered ","cym","monoW","biling","wwb","look.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","665","1","1","6","BEL","a be be ti wedi cael ","cym","monoW","monoW","www","have.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","665","2","7","10","BEL","sy yn wyneb i_waered ","cym","monoW","monoW","www","which_is.V.3SP.PRES.REL","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","672","1","1","6","BEL","ydw i yn deud ben i_lawr ","cym","monoW","monoW","www","be.V.1S.PRES=say.V.INFIN.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","673","1","1","6","BEL","dy mam yn deud wyneb i_waered ","cym","biling","biling","wbb","say.V.INFIN.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","673","2","7","11","BEL","yw peth cywir i deud ","cym","monoW","biling","wwb","be.V.3S.PRES=say.V.INFIN.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","674","1","1","3","BEL","a dw meddwl ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=think.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","674","2","4","7","BEL","cest ti crempog yna ","cym","monoW","monoW","www","get.V.2S.PAST.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","676","1","1","9","BEL","gest ti crempog ym bob bob cafe yn Llydaw ","cym","biling","biling","wbb","get.V.2S.PAST.SPOKEN+SM","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","676","2","10","11","BEL","dw meddwl ","cym","monoW","biling","wwb","be.V.1S.PRES.SPOKEN=think.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","682","1","1","4","AWE","pen pwy ydy hwnna ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","684","1","1","5","AWE","a pwy sy fan yna ","cym","monoW","monoW","www","which_is.V.3SP.PRES.REL","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","687","1","1","9","BEL","a hwn oedd y trychineb mwy ar y gwyliau ","cym","monoW","monoW","www","be.V.3S.IMPERF","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","691","1","1","5","BEL","ac oedd Cywryd yn cambihafio ","cym","biling","biling","wbb","be.V.3S.IMPERF","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","693","1","1","6","BEL","ac oedd y dynes y tywysydd ","cym","monoW","biling","wwb","be.V.3S.IMPERF","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","693","2","7","10","BEL","yn sbïo arna ni ","cym","monoW","biling","wwb","look.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","693","3","11","14","BEL","a deud ssh Ffrangeg ","cym","biling","biling","wbb","say.V.INFIN.SPOKEN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","696","1","1","6","AWE","aethon ni ddim allan yn diwedd ","cym","monoW","monoW","www","go.V.3P.PAST.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","698","1","1","5","BEL","oedd pawb arall eisiau ni ","cym","monoW","monoW","www","be.V.3S.IMPERF","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","698","2","6","6","BEL","gadael ","cym","monoW","monoW","www","leave.V.INFIN","5","1","2","2","2","2","2","2","1","1.4"
"Siarad","fusser14","703","1","1","6","AWE","yeah be wnest ti fan yna ","cym","biling","biling","wbb","do.V.2S.PAST.SPOKEN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","712","1","1","3","AWE","ti licio bownsio ","cym","monoW","monoW","www","like.V.INFIN=bounce.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser14","712","2","4","4","AWE","dwyt ","cym","monoW","monoW","www","be.V.2S.PRES.NEG","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","245","1","1","7","BEU","yeah dw meddwl deuddeg gei di yeah ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=think.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","248","1","1","10","BEU","ond um dw i ddim isio dim mwy o rheina ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","253","1","1","8","BEU","ond chwarae teg dw i right ofalus hefyd ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","253","2","9","9","BEU","yndw ","cym","monoW","biling","wwb","be.V.1S.PRES.EMPH","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","253","3","10","16","BEU","pan dw i mynd i llefydd yma ","cym","monoW","biling","wwb","be.V.1S.PRES.SPOKEN=go.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","260","1","1","6","BEU","wnes i ddim gweld dim_byd chwaith ","cym","monoW","monoW","www","do.V.1S.PAST.SPOKEN+SM=see.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","261","1","1","12","ARD","well dw i rŵan yn defnyddio yr limiter ar y nghar i ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=use.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","261","2","13","16","ARD","i wneud yn sure ","cym","biling","biling","wbb","make.V.INFIN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","261","3","17","20","ARD","cyrraedd rhan tri_deg wan ","cym","monoW","biling","wwb","arrive.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","261","4","21","22","ARD","bod fi ","cym","monoW","biling","wwb","be.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","262","1","1","8","BEU","yeah mae gyn ti limiter ar un chdi ","cym","biling","biling","wbb","be.V.3S.PRES","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","262","2","9","10","BEU","does yeah ","cym","biling","biling","wbb","be.V.3S.PRES.INDEF.NEG","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","263","1","1","2","ARD","oes limiter ","cym","biling","biling","wbb","be.V.3S.PRES.INDEF[or]age.N.F.SG","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","264","1","1","3","ARD","a dw i ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","264","2","4","7","ARD","roid o ar dri_deg ","cym","monoW","monoW","www","give.V.0.IMPERF+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","266","1","1","7","ARD","ond um mae o yn annifyr weithiau ","cym","biling","biling","wbb","be.V.3S.PRES","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","267","1","1","6","ARD","achos mae yna geir tu ôl ","cym","monoW","monoW","www","be.V.3S.PRES","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","267","2","7","9","ARD","yn ysu heibio ","cym","monoW","monoW","www","crave.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","270","1","1","5","BEU","ac ac oedd o meddwl ","cym","monoW","biling","wwb","be.V.3S.IMPERF=think.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","270","2","6","12","BEU","bod yna lorry o ei flaen o ","cym","biling","biling","wbb","be.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","271","1","1","7","BEU","wnaeth o ddim gweld y sign tri_deg ","cym","biling","biling","wbb","do.V.3S.PAST+SM=see.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","272","1","1","8","BEU","so pan wnaeth o dod i_fewn iddo fo ","cym","biling","biling","wbb","do.V.3S.PAST+SM=come.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","272","2","9","11","BEU","oedd o gorod ","cym","monoW","biling","wwb","be.V.3S.IMPERF=have_to.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","272","3","12","15","BEU","brecio yn sydyn i_lawr ","cym","monoW","biling","wwb","brake.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","273","1","1","8","BEU","ond erbyn adeg yna oedd o wedi cael ","cym","monoW","monoW","www","be.V.3S.IMPERF=have.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","273","2","9","10","BEU","ei cael ","cym","monoW","monoW","www","have.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","273","3","11","12","BEU","ei ddal ","cym","monoW","monoW","www","hold.V.INFIN+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","274","1","1","1","ARD","cael ","cym","monoW","monoW","www","have.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","274","2","2","3","ARD","ei ddal ","cym","monoW","monoW","www","hold.V.INFIN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","275","1","1","2","BEU","because oedd ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","275","2","3","3","BEU","oedd ","cym","monoW","biling","wwb","be.V.3S.IMPERF","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","275","3","4","20","BEU","oedd y camera rywbeth fath â hanner can llath i_fewn i yr thing tri_deg er tri_deg yna ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","275","4","21","21","BEU","timod ","cym","monoW","biling","wwb","know.V.2S.PRES.SPOKEN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","279","1","1","4","ARD","colli licence am bythefnos ","cym","biling","biling","wbb","lose.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","282","1","1","5","ARD","o'n i ddim yn dallt ","cym","monoW","monoW","www","understand.V.INFIN.SPOKEN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","282","2","6","9","ARD","bod hynna yn digwydd ","cym","monoW","monoW","www","be.V.INFIN=happen.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","284","1","1","10","ARD","oh mae isio bod yn ofalus felly yn_does efo er ","cym","biling","biling","wbb","be.V.3S.PRES=be.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","284","2","11","11","ARD","gyrru ","cym","monoW","biling","wwb","drive.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","292","1","1","4","ARD","so be ti mynd ","cym","biling","biling","wbb","go.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","292","2","5","7","ARD","i wneud wedyn ","cym","monoW","biling","wwb","make.V.INFIN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","520","1","1","4","ARD","so mae yn eistedd ","cym","biling","biling","wbb","be.V.3S.PRES=sit.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","521","1","1","5","BEU","so mae hi wedi penderfynu ","cym","biling","biling","wbb","be.V.3S.PRES=decide.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","521","2","6","9","BEU","pwy mae isio eistedd ","cym","monoW","biling","wwb","be.V.3S.PRES=sit.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","523","1","1","10","BEU","mae Cai ddim isio eistedd wrth ymyl y ffenestr hefyd ","cym","biling","biling","wbb","be.V.3S.PRES=sit.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","526","1","1","5","ARD","a wedyn dan ni mynd ","cym","monoW","monoW","www","be.V.1P.PRES.SPOKEN=go.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","526","2","6","10","ARD","i fynd hefo nhw felly ","cym","monoW","monoW","www","go.V.INFIN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","527","1","1","7","BEU","oh fydd raid ni fynd efo nhw ","cym","biling","biling","wbb","be.V.3S.FUT+SM=go.V.INFIN+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","529","1","1","1","BEU","yndyn ","cym","monoW","monoW","www","be.V.3P.PRES.EMPH","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","532","1","1","4","BEU","oh wneith change cael ","cym","biling","biling","wbb","do.V.3S.FUT+SM=have.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","532","2","5","10","BEU","mynd lle dreifio ar_hyd yr A_pum_deg_pump ","cym","monoW","biling","wwb","go.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","533","1","1","2","ARD","ges i ","cym","monoW","biling","wwb","get.V.1S.PAST.SPOKEN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","533","2","3","7","ARD","fynd ar bus wsnos dwytha ","cym","biling","biling","wbb","go.V.INFIN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","534","1","1","8","ARD","oedd yna um er gwmni yn um rhoi ","cym","biling","biling","wbb","be.V.3S.IMPERF=give.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","535","1","1","6","ARD","well be oedd y y title ","cym","biling","biling","wbb","be.V.3S.IMPERF","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","535","2","7","9","ARD","oedd um Pills_Thrills_and_Automobiles ","cym","biling","biling","wbb","be.V.3S.IMPERF","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","539","1","1","6","ARD","ac oedden nhw er wedi cael ","cym","biling","biling","wbb","be.V.3P.IMPERF.SPOKEN=have.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","539","2","7","12","ARD","eu comisiynu gyn y cyngor sir ","cym","monoW","biling","wwb","commission.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","539","3","13","19","ARD","i fynd round ysgolion er chweched dosbarth ","cym","biling","biling","wbb","go.V.INFIN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","540","1","1","5","ARD","a a Coleg_Meirion_Dwyfor oedd un ","cym","monoW","monoW","www","be.V.3S.IMPERF","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","541","1","1","3","ARD","so aethon ni ","cym","biling","biling","wbb","go.V.3P.PAST.SPOKEN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","541","2","4","12","ARD","â tair bus mynd â er myfyrwyr i_fyny yna ","cym","biling","biling","wbb","as.CONJ[or]with.PREP[or]go.V.3S.PRES=go.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","542","1","1","4","ARD","oedd o yn dda ","cym","monoW","monoW","www","be.V.3S.IMPERF","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","543","1","1","5","ARD","oedd y safon yn dda ","cym","monoW","monoW","www","be.V.3S.IMPERF","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","544","1","1","5","BEU","be be oedd yn trio ","cym","monoW","monoW","www","be.V.3S.IMPERF=try.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","544","2","6","6","BEU","wneud ","cym","monoW","monoW","www","make.V.INFIN+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","545","1","1","1","BEU","trio ","cym","monoW","biling","wwb","try.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","545","2","2","4","BEU","deud wrtho nhw ","cym","monoW","biling","wwb","say.V.INFIN.SPOKEN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","545","3","5","5","BEU","peidio ","cym","monoW","biling","wwb","stop.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
