"corpus","filename","utterance_id","clause_no","speaker","clause","comments","matrix_lg","linguality","dv","aoa_min","aoa_maj","moth_lg","fath_lg","parental","primary_lg","secondary_lg","educ_lg","identity","contact1","contact2","contact3","contact4","contact5","soc_net"
"Siarad","fusser17",788,1,"BEN","yeah yeah oh ie yeah mae yn yes",,"cym","biling","wb",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",788,2,"BEN","mae yn drwg gen i am",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",807,1,"AET","well awel bychan distaw oedd yna",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",808,1,"AET","ond mi oedd o symud",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",809,1,"AET","a pan oedd o draws ffordd yna","clause division","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",809,1,"AET","toedd o ddim yn","h","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",810,1,"AET","er be dw i yn galw yn balance i",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",811,1,"AET","achos gynnoch chi fath â diagonal lines","non-finite","cym","biling","wb",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",811,2,"AET","pan dach chi ar_draws y llun",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",812,1,"BEN","oh yeah eto mae yna just mwy fwy",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",816,1,"AET","a wyddoch chi mae yna",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",816,2,"AET","mae yna drefn i yr llun mewn ffordd",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",818,1,"AET","a mae hwn fath â triangle ar ben ei hun","clause division","cym","biling","wb",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",818,2,"AET","ei hun","q","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",819,1,"AET","mae rhein pwyntio ag i_fyny i fynd ar_draws i_fyny fan yna",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",819,2,"AET","i fynd ar_draws i_fyny fan yna","q","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",820,1,"AET","a dach chi ar_draws y yr um y crib wedyn y Crib_Coch ei hun",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",820,2,"AET","ei hun","q","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",823,1,"AET","a os dach chi isio fynd i_fyny",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",823,2,"AET","dach chi safe o dod lawr yn_ôl",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",824,1,"BEN","oh mae yn hyfryd",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",826,1,"BEN","mae","x","cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",826,2,"BEN","mae","x","cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",826,3,"BEN","mae yn mwy fwy",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",834,1,"BEN","yeah does yeah","x","cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",834,2,"BEN","does dim cymaint o composition â",,"cym","biling","wb",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",834,3,"BEN","â","q","cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",838,1,"BEN","a wedyn yn y llall mae mwy o",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",841,1,"BEN","a hefyd mae mwy o",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1116,1,"BEN","yeah a mae ffordd lawr ar y ar y dde just tu tu allan i yr llun",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1156,1,"BEN","dw i yn licio",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1179,1,"BEN","oh yeah mae yn amlwg wedyn yeah yeah",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1190,1,"BEN","no dw i ddim yn na hynny eto",,"cym","biling","wb",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1207,1,"AET","mi arhosodd am ryw funud neu ddau a diflannu",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1207,2,"AET","a diflannu","q","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1208,1,"AET","a dw ddim yn saff",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1208,2,"AET","sut wnaethon nhw cael eu cynhyrchu",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1208,3,"AET","eu cynhyrchu","q","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1209,1,"AET","dw i licio meddwl na i fi",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1209,2,"AET","gaethon nhw eu cynhyrchu",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1209,3,"AET","eu cynhyrchu","q","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1211,1,"AET","ond mi wnaethon nhw diflannu mor sudden","clause division","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1211,1,"AET","â ddothon nhw","h","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1212,1,"BEN","yeah na mae yn hyfryd yeah yeah",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1213,1,"AET","oedd",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1213,2,"AET","oedd o yn odd i fod yn honest",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1222,1,"BEN","er er mae pethau yn digwydd",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1223,1,"BEN","mae action yno",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1224,1,"AET","yndy",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1225,1,"BEN","er mae haul disgleirio ar y ar y y algae neu stuff gwyrdd ar y ar y cerrig",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1227,1,"BEN","um mae dŵr yn redeg",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1228,1,"BEN","dach chi yn cael y wahaniaeth rhwng y y top",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1228,2,"BEN","lle mae bob_dim fel gwallt",,"cym","monoW","ww",5,1,3,3,3,3,3,3,3,4,4,4,4,4,4
"Siarad","fusser17",1234,1,"AET","mae o","x","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1236,1,"AET","mae o ddiwrnod",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1236,2,"AET","lle dach chi roid eich botel pop yn y dŵr i oeri","clause division","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1236,3,"AET","roid eich botel pop yn y dŵr","q","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1236,4,"AET","i oeri","q","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1239,1,"AET","a dach chi yn eistedd i edrych","clause division","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1239,2,"AET","edrych","q","cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser17",1250,1,"AET","dydy o ddim_byd debyg",,"cym","monoW","ww",3,1,3,3,3,2,2,2,1,1,1,4,1,4,2.2
"Siarad","fusser18",245,1,"BEU","yeah dw meddwl deuddeg","clause division","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",245,1,"BEU","gei di yeah","h","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",248,1,"BEU","ond um dw i ddim isio dim mwy o rheina",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",253,1,"BEU","ond chwarae teg dw i right ofalus hefyd",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",253,2,"BEU","yndw",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",253,3,"BEU","pan dw i mynd i llefydd yma",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",260,1,"BEU","wnes i ddim gweld dim_byd chwaith",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",261,1,"ARD","well dw i rŵan yn defnyddio yr limiter ar y nghar i i wneud yn sure cyrraedd rhan tri_deg wan",,"cym","biling","wb",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",261,2,"ARD","i wneud yn sure","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",261,3,"ARD","cyrraedd rhan tri_deg wan","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",261,4,"ARD","bod fi","x","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",262,1,"BEU","yeah mae gyn ti limiter ar un chdi",,"cym","biling","wb",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",262,2,"BEU","does yeah","x","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",263,1,"ARD","oes limiter",,"cym","biling","wb",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",264,1,"ARD","a dw i roid o ar dri_deg","clause division","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",264,2,"ARD","roid o ar dri_deg","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",266,1,"ARD","ond um mae o yn annifyr weithiau",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",267,1,"ARD","achos mae yna geir tu ôl yn ysu heibio",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",270,1,"BEU","ac ac oedd o meddwl bod yna lorry o ei flaen o",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",270,2,"BEU","bod yna lorry o ei flaen o","q","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",271,1,"BEU","wnaeth o ddim gweld y sign tri_deg",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",272,1,"BEU","so pan wnaeth o dod i_fewn iddo fo",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",272,2,"BEU","oedd o gorod brecio yn sydyn i_lawr",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",273,1,"BEU","ond erbyn adeg yna oedd o wedi cael",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",273,2,"BEU","ei cael","x","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",273,3,"BEU","ei ddal","x","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",275,1,"BEU","because oedd","x","cym","biling","wb",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",275,2,"BEU","oedd","x","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",275,3,"BEU","oedd y camera rywbeth fath â hanner can llath i_fewn i yr thing tri_deg er tri_deg yna",,"cym","biling","wb",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",275,4,"BEU","timod","x","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",284,1,"ARD","oh mae isio bod yn ofalus felly yn_does efo er gyrru",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",302,1,"ARD","oh dw i sure",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",311,1,"ARD","basai wedi gwneud i brynu present i Haf",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",311,2,"ARD","i brynu present i Haf","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",315,1,"ARD","oh well mae yn gofyn dysgu o hynna felly yn_dydy",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",315,2,"ARD","dysgu o hynna felly yn_dydy","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",322,1,"ARD","mi oedd yn_doedd",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",520,1,"ARD","so mae yn eistedd",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",521,1,"BEU","so mae hi wedi penderfynu",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",521,2,"BEU","pwy mae isio eistedd",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",523,1,"BEU","mae Cai ddim isio eistedd wrth ymyl y ffenestr hefyd",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",526,1,"ARD","a wedyn dan ni mynd i fynd hefo nhw felly",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",526,2,"ARD","i fynd hefo nhw felly","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",527,1,"BEU","oh fydd raid ni fynd efo nhw",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",529,1,"BEU","yndyn",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",532,1,"BEU","oh wneith change cael",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",532,2,"BEU","mynd lle dreifio ar_hyd yr A_pum_deg_pump",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",533,1,"ARD","ges i",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",533,2,"ARD","fynd ar bus wsnos dwytha",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",534,1,"ARD","oedd yna um er gwmni yn um rhoi",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",535,1,"ARD","well be oedd y y title",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",535,2,"ARD","oedd um Pills_Thrills_and_Automobiles",,"cym","biling","wb",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",539,1,"ARD","ac oedden nhw er wedi cael eu comisiynu gyn y cyngor sir i fynd round ysgolion er chweched dosbarth",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",539,2,"ARD","eu comisiynu gyn y cyngor sir","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",539,3,"ARD","i fynd round ysgolion er chweched dosbarth","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",540,1,"ARD","a a Coleg_Meirion_Dwyfor oedd un",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",541,1,"ARD","so aethon ni â tair bus mynd â er myfyrwyr i_fyny yna",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",541,2,"ARD","â tair bus mynd â er myfyrwyr i_fyny yna","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",542,1,"ARD","oedd o yn dda",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",543,1,"ARD","oedd y safon yn dda",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",544,1,"BEU","be be oedd yn trio wneud","clause division","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",544,2,"BEU","wneud","q","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",569,1,"BEU","mae rei o nhw yr oedran yna medru bod yn wyllt i chi yn_does",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",577,1,"BEU","dw i ddim yn gwybod",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",583,1,"BEU","dyna ydy peth gorau","non-finite",,"monoW",,1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",583,2,"BEU","ydy peth gorau","q","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",586,1,"BEU","oes o'ch chdi yn deud",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",789,1,"ARD","dw ddim gwybod lle lle",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",789,2,"ARD","lle awn ni",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",792,1,"BEU","ia mae haws wneud hynny yn car wash",,"cym","biling","wb",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",793,1,"BEU","ond wna i","x","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",793,2,"BEU","wna i roid y stuff ar dy ar ar alloy wheels","clause division","cym","biling","wb",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",793,3,"BEU","roid y stuff ar dy ar ar alloy wheels","q","cym","biling","wb",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",794,1,"ARD","oh ia because mae nhw ddu",,"cym","biling","wb",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",796,1,"BEU","er mae hynna mynd i gael y stuff er",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",796,2,"BEU","i gael y stuff er","q","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",798,1,"BEU","mae gael y break fluid off",,"cym","biling","wb",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",798,2,"BEU","yndy",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",799,1,"ARD","y break fluid off yndy",,"cym","biling","wb",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",799,2,"ARD","ydy",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",800,1,"ARD","a dan ni isio service i ceir hefyd yn_does",,"cym","biling","wb",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",801,1,"BEU","mae yr ddau car isio service",,"cym","biling","wb",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",802,1,"ARD","service oes",,"cym","biling","wb",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",809,1,"BEU","alla i fynd â nhw ar y ffordd i gwaith",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",814,1,"BEU","dyna baswn i yn gobeithio","non-finite",,"monoW",,1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",814,2,"BEU","baswn i","x","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",814,3,"BEU","baswn i yn gobeithio","q","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",816,1,"BEU","ond wna i","x","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",816,2,"BEU","wna i siarad efo nhw",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",818,1,"BEU","wna i wneud trio bwcio rywbeth fory",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",818,2,"BEU","trio","q","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",818,3,"BEU","bwcio rywbeth fory","q","cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",822,1,"BEU","sut dan ni o ran bwyd wythnos yma",,"cym","monoW","ww",1,1,1,1,1,3,2,2.5,1,1,1,1,4,4,2.2
"Siarad","fusser18",823,1,"ARD","oh dan ni yn iawn",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",827,1,"ARD","tra fyddwch chi yn judo a i wneud siopa gael yr um y basics","clause division","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",827,2,"ARD","siopa","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",827,3,"ARD","gael yr um y basics","q","cym","biling","wb",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",829,1,"ARD","wnaeth Haf a fi fwynhau mynd neithiwr i siopa ar nos Sadwrn Tesco",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",829,2,"ARD","fwynhau","x","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",829,3,"ARD","mynd neithiwr","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",829,4,"ARD","i siopa ar nos Sadwrn Tesco","q","cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",831,1,"ARD","oedd hi yn dawel braf yna",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",833,1,"ARD","ac oedd just cael ryw luxuries bach felly ar_gyfer nos Sadwrn a penwythnos a wedyn gwneud y basics",,"cym","biling","wb",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",833,2,"ARD","gwneud y basics","q","cym","biling","wb",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser18",833,3,"ARD","dw meddwl ar nos Fawrth",,"cym","monoW","ww",0,3,1,1,1,1,3,2,1,1,1,1,1,1,1
"Siarad","fusser19",228,1,"TRE","ond wedi deud hynny mae yna bethau fel er helplines ar y phone a peth felly toes","q","cym","monoW","ww",1,2,3,1,2,3,2,2.5,1,1,1,1,1,1,1
"Siarad","fusser19",228,2,"TRE","mae yna bethau fel er helplines ar y phone a peth felly toes",,"cym","biling","wb",1,2,3,1,2,3,2,2.5,1,1,1,1,1,1,1
"Siarad","fusser19",234,1,"OLW","nag ydy rai pobl",,"cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,1,4,2.2
"Siarad","fusser19",235,1,"TRE","yeah yeah ond er gynta byd mae nhw yn weld o am",,"cym","monoW","ww",1,2,3,1,2,3,2,2.5,1,1,1,1,1,1,1
"Siarad","fusser19",235,2,"TRE","be ydy o",,"cym","monoW","ww",1,2,3,1,2,3,2,2.5,1,1,1,1,1,1,1
"Siarad","fusser19",236,1,"TRE","mae nhw hanner ffordd",,"cym","monoW","ww",1,2,3,1,2,3,2,2.5,1,1,1,1,1,1,1
"Siarad","fusser19",238,1,"OLW","mae yr government yn um stopio gael cafes a yr pubs yma a stop",,"cym","biling","wb",1,2,1,1,1,1,1,1,1,1,1,4,1,4,2.2
"Siarad","fusser19",239,1,"OLW","mae nhw mynd i trio","clause division","cym","monoW","ww",1,2,1,1,1,1,1,1,1,1,1,4,1,4,2.2
