"Corpus","Filename","Utterance number","Clause number","Location of clause start","Location of clause end","Speaker","Clause","Matrix (verb) language","Linguality of clause","Dependent variable","Linguality of utterance","Mari-Carmen variable","Verb morphology","AoA minority language","AoA majority language","Mother's language","Father's language","Parental input","Primary school language","Secondary school language","Language of education","Identity","Contact1","Contact2","Contact3","Contact4","Contact5","Social network"
"Siarad","fusser32","657","1","1","4","LOR","pethau ddoth o swyddfa ","cym","monoW","ww","monoW","www","come.V.3S.PAST.SPOKEN+SM","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","658","1","1","7","MAT","dw i wedi edrych ar arnyn nhw ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=look.V.INFIN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","658","2","8","9","MAT","do i ","cym","monoW","ww","monoW","www","come.V.1S.PRES.SPOKEN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","658","3","10","10","MAT","weld ","cym","monoW","ww","monoW","www","see.V.INFIN+SM","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","658","4","11","15","MAT","be sy yna ohonyn nhw ","cym","monoW","ww","monoW","www","which_is.V.3SP.PRES.REL","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","660","1","1","7","LOR","achos dw i isio mynd trwy rheiny ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=go.V.INFIN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","660","2","8","8","LOR","does ","cym","monoW","ww","monoW","www","be.V.3S.PRES.INDEF.NEG","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","661","1","1","11","LOR","timod pethau fath â digwyddiadau cyfeillion Cae'r_Gors dros yr blynyddoedd hefyd ","cym","monoW","ww","monoW","www","know.V.2S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","661","2","12","12","LOR","does ","cym","monoW","ww","monoW","www","be.V.3S.PRES.INDEF.NEG","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","662","1","1","1","MAT","oes ","cym","monoW","ww","monoW","www","be.V.3S.PRES.INDEF[or]age.N.F.SG","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","662","2","2","3","MAT","oedd yna ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","662","3","4","9","MAT","oedd yna sleidiau yr hen rei ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","662","4","10","10","MAT","sy ","cym","monoW","ww","monoW","www","which_is.V.3SP.PRES.REL","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","662","5","11","13","MAT","gynnon ni rŵan ","cym","monoW","ww","monoW","www","light.V.1P.PAST.SPOKEN+SM","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","664","1","1","6","MAT","rŵan mae nhw nifer gan Cyngor_Celfyddydau ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","666","1","1","18","MAT","a sti mae yna rei yn o yr un yr y lluniau sydd yn y gyfrol Bro_a_Bywyd yna ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","667","1","1","3","MAT","mae rheiny yno ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","670","1","1","7","MAT","ond dw i wedi tynnu rei allan ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=take.V.INFIN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","670","2","8","17","MAT","sy yn bosib i ni ddefnyddio efo paneli paneli dehongli ","cym","monoW","ww","monoW","www","which_is.V.3SP.PRES.REL=use.V.INFIN+SM=interpret.V.INFIN","1","3","1","1","1","1","3","2","1","1","1","1","1","1","1"
"Siarad","fusser32","678","1","1","4","STE","mae o yn handy ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","682","1","1","8","LOR","well o'n i yn meddwl tibod be o ","cym","monoW","ww","monoW","www","think.V.INFIN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","682","2","9","9","LOR","yr ","cym","monoW","ww","monoW","www","that.CONJ[or]the.DET.DEF[or]drive.V.3S.PRES+SM","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","682","3","10","17","LOR","fasai fo yn un da i helpu efo ","cym","monoW","ww","monoW","www","be.V.3S.PLUPERF.SPOKEN+SM=help.V.INFIN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","682","4","18","31","LOR","helpu chdi fi a Carys efo y geiriad geiriad ar_gyfer y paneli dehongli hefyd ","cym","monoW","ww","monoW","www","help.V.INFIN=interpret.V.INFIN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","682","5","32","32","LOR","bysai ","cym","monoW","ww","monoW","www","finger.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","684","1","1","10","LOR","achos um mae gen yn y yn y stafell ddehongli ","cym","monoW","ww","monoW","www","be.V.3S.PRES=interpret.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","684","2","11","11","LOR","mae ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","684","3","12","13","LOR","gynnon ni ","cym","monoW","ww","monoW","www","light.V.1P.PAST.SPOKEN+SM","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","686","1","1","4","LOR","faint sy yna i_gyd ","cym","monoW","ww","monoW","www","which_is.V.3SP.PRES.REL","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","719","1","1","2","STE","iawn yndy ","cym","monoW","ww","monoW","www","be.V.3S.PRES.EMPH","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","724","1","1","3","STE","oh yeah cyfri ","cym","monoW","ww","monoW","www","cover.V.2S.PRES","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","725","1","1","9","STE","dw wedi bod yn casglu meddalwedd at ei_gilydd hefyd ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=be.V.INFIN=collect.V.INFIN","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","726","1","1","7","STE","yr um be oedd yn poeni fi ","cym","monoW","ww","biling","wwb","be.V.3S.IMPERF=worry.V.INFIN","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","726","2","8","17","STE","oedd talu gymaint o bres amdan yr software er Office ","cym","biling","wb","biling","wbb","be.V.3S.IMPERF=pay.V.INFIN","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser32","726","3","18","19","STE","a ballu ","cym","monoW","ww","biling","wwb","refuse.V.INFIN+SM","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","210","1","1","7","BLO","mae yn dibynnu faint o er tew ","cym","monoW","ww","monoW","www","be.V.3S.PRES=depend.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","210","2","8","10","BLO","ydy yr jeans ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","211","1","1","2","BLO","dw i ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","211","2","3","16","BLO","dw i heb wedi trio yr ar jeans eto just ar darn o defnydd ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=try.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","213","1","1","8","BLO","wneith hwnna wneud o yn dwt iddi ti ","cym","monoW","ww","monoW","www","do.V.3S.FUT+SM=make.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","213","2","9","9","BLO","dallt ","cym","monoW","ww","monoW","www","understand.V.INFIN.SPOKEN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","213","3","10","12","BLO","be dw feddwl ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=think.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","215","1","1","5","BLO","wna i weld o gynta ","cym","monoW","ww","monoW","www","do.V.13S.PRES+SM=see.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","219","1","1","4","ANE","wnaeth hi brynu jeans ","cym","monoW","ww","monoW","www","do.V.3S.PAST+SM=buy.V.INFIN+SM","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","220","1","1","8","ANE","a mae nhw yn jeans bach del sti ","cym","monoW","ww","monoW","www","be.V.3S.PRES","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","221","1","1","5","ANE","ond mae nhw yn massive ","cym","biling","wb","biling","wbb","be.V.3S.PRES","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","222","1","1","2","ANE","a timod ","cym","monoW","ww","monoW","www","know.V.2S.PRES.SPOKEN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","222","2","3","6","ANE","mae hi yn dal ","cym","monoW","ww","monoW","www","be.V.3S.PRES=hold.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","222","3","7","7","ANE","yndy ","cym","monoW","ww","monoW","www","be.V.3S.PRES.EMPH","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","223","1","1","1","BLO","yndy ","cym","monoW","ww","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","224","1","1","5","ANE","ond mae nhw yn hir ","cym","monoW","ww","monoW","www","be.V.3S.PRES","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","226","1","1","3","ANE","oedd hi meddwl ","cym","monoW","ww","biling","wwb","be.V.3S.IMPERF=think.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","226","2","4","12","ANE","basai yr boots yn um yn iawn efo nhw ","cym","biling","wb","biling","wbb","be.V.3S.PLUPERF.SPOKEN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","228","1","1","7","ANE","ond dydy o ddim wedi wneud dim ","cym","monoW","ww","monoW","www","be.V.3S.PRES.NEG.SPOKEN=make.V.INFIN+SM","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","229","1","1","3","ANE","na mae o ","cym","monoW","ww","monoW","www","be.V.3S.PRES","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","229","2","4","7","ANE","mae nhw yn hongian ","cym","monoW","ww","monoW","www","be.V.3S.PRES=hang.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","231","1","1","7","ANE","a mae nhw yn really hir sti ","cym","biling","wb","biling","wbb","be.V.3S.PRES","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","232","1","1","4","ANE","baswn i yn deud ","cym","monoW","ww","biling","wwb","be.V.1S.PLUPERF.SPOKEN=say.V.INFIN.SPOKEN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","232","2","5","8","ANE","bod nhw tua thirty_four ","cym","biling","wb","biling","wbb","be.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","236","1","1","5","BLO","um so mae edrych fel ","cym","monoW","ww","monoW","www","be.V.3S.PRES=look.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","236","2","6","13","BLO","dan ni yn cael y pres yma felly ","cym","monoW","ww","monoW","www","be.V.1P.PRES.SPOKEN=have.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","243","1","1","6","BLO","oh mae yn iawn felly hwnna ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","245","1","1","16","BLO","ond mae yr thing efo um cael nhw yn Galeri yn ddau wahanol beth grant arall ","cym","biling","wb","biling","wbb","be.V.3S.PRES=have.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","246","1","1","5","BLO","ydy o ddwy wahanol grant ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","251","1","1","6","BLO","fi a Aneira sy yn siarad ","cym","monoW","ww","monoW","www","which_is.V.3SP.PRES.REL=talk.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","424","1","1","1","ANE","dyna ","","monoW","","monoW","www","","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","424","2","2","6","ANE","mae nhw yn gofyn yn_de ","cym","monoW","ww","monoW","www","be.V.3S.PRES=ask.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","434","1","1","6","ANE","yeah fan yna fydd o yeah ","cym","monoW","ww","monoW","www","be.V.3S.FUT+SM","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","439","1","1","5","ANE","mae rheina wedi cael interviews ","cym","biling","wb","biling","wbb","be.V.3S.PRES=have.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","439","2","6","6","ANE","yndyn ","cym","monoW","ww","biling","wwb","be.V.3P.PRES.EMPH","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","441","1","1","7","BLO","dw ddim yn saff iawn os September ","cym","biling","wb","biling","wbb","be.V.1S.PRES.SPOKEN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","441","2","8","10","BLO","sy yn dŵad ","cym","monoW","ww","biling","wwb","which_is.V.3SP.PRES.REL=com.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","441","3","11","13","BLO","oedd y llall ","cym","monoW","ww","biling","wwb","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","443","1","1","4","BLO","oh wneith o ideal ","cym","monoW","ww","monoW","www","do.V.3S.FUT+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","443","2","5","6","BLO","wneith i ","cym","monoW","ww","monoW","www","do.V.3S.FUT+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","444","1","1","4","ANE","oh ges i lythyr ","cym","monoW","ww","monoW","www","get.V.1S.PAST.SPOKEN+SM","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","444","2","5","6","ANE","yn deud ","cym","monoW","ww","monoW","www","say.V.INFIN.SPOKEN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","444","3","7","7","ANE","timod ","cym","monoW","ww","monoW","www","know.V.2S.PRES.SPOKEN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","444","4","8","13","ANE","bod y y cwrs yn llawn ","cym","monoW","ww","monoW","www","be.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","445","1","1","9","ANE","ond um mae enw fi lawr i September felly ","cym","biling","wb","biling","wbb","be.V.3S.PRES","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","445","2","10","16","ANE","os dw i dal isio wneud o ","cym","monoW","ww","biling","wwb","be.V.1S.PRES.SPOKEN=hold.V.INFIN=make.V.INFIN+SM","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","445","3","17","17","ANE","timod ","cym","monoW","ww","biling","wwb","know.V.2S.PRES.SPOKEN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","447","1","1","4","BLO","so hwnna ydy o ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","448","1","1","10","BLO","a five pound five mae nhw yn talu yr awr ","cym","biling","wb","biling","wbb","be.V.3S.PRES=pay.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","449","1","1","10","BLO","a wedyn mae yr cylch yn cael per um person ","cym","biling","wb","biling","wbb","be.V.3S.PRES=have.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","449","2","11","28","BLO","mae ni yn trenio i_fewn yn y cylch three three hundred and thirty_three pound per term per trainee ","cym","biling","wb","biling","wbb","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","452","1","1","3","BLO","naci mae hwnna ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","457","1","1","8","BLO","fath â incentive ydy o i chdi cael ","cym","biling","wb","biling","wbb","be.V.3S.PRES=have.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","458","1","1","10","ANE","oh na o'n i yn meddwl na fath â um ","cym","monoW","ww","monoW","www","think.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","458","2","11","13","ANE","i dalu nhw ","cym","monoW","ww","monoW","www","pay.V.INFIN+SM","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","458","3","14","15","ANE","oedd o ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","461","1","1","9","BLO","na mae hwnna yn mynd i_fewn i yr cylch ","cym","monoW","ww","monoW","www","be.V.3S.PRES=go.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","462","1","1","11","BLO","incentive ydy o ia i chdi i i chdi cymeryd nhw ","cym","biling","wb","biling","wbb","be.V.3S.PRES=take.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","466","1","1","4","ANE","mae hynna yn dda ","cym","monoW","ww","monoW","www","be.V.3S.PRES","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","466","2","5","5","ANE","yndy ","cym","monoW","ww","monoW","www","be.V.3S.PRES.EMPH","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","468","1","1","1","BLO","yndy ","cym","monoW","ww","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","469","1","1","9","ANE","ydy hwnna yn talu cyflog rywun am term de ","cym","biling","wb","biling","wbb","be.V.3S.PRES=pay.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","471","1","1","2","ANE","nag ydy ","cym","monoW","ww","monoW","www","be.V.3S.PRES","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","474","1","1","7","ANE","because ryw ddeg wythnos ydy tymor yeah ","cym","biling","wb","biling","wbb","be.V.3S.PRES","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","611","1","1","5","BLO","so ydy hi wedi disgyn ","cym","monoW","ww","monoW","www","be.V.3S.PRES=descend.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","611","2","6","6","BLO","gysgu ","cym","monoW","ww","monoW","www","sleep.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","611","3","7","10","BLO","a mae o wedi ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","649","1","1","2","BLO","oedd hwnna ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","666","1","1","5","ANE","oedd hi yn crio bechod ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=cry.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","668","1","1","14","ANE","wedyn oedd y ci wedi mynd â ei doll brat hi allan yn cefn ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=go.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","669","1","1","5","ANE","so oedd hi ddim yn ","cym","monoW","ww","biling","wwb","be.V.3S.IMPERF","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","669","2","6","9","ANE","amused bore yma de ","eng","biling","eb","biling","ebb","amuse.V.PASTPART","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","670","1","1","3","ANE","mae raid fi ","cym","monoW","ww","monoW","www","be.V.3S.PRES","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","671","1","1","7","BLO","dw i ddim yn sbïo yn bedroom ","cym","biling","wb","biling","wbb","be.V.1S.PRES.SPOKEN=look.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","672","1","1","10","BLO","oedd bedroom Freddie dillad glân o yeah i_gyd ar llawr ","cym","biling","wb","biling","wbb","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","673","1","1","8","BLO","so fydd raid fi olchi nhw eto yn_fydd ","cym","monoW","ww","monoW","www","be.V.3S.FUT+SM=wash.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","674","1","1","6","ANE","a dim just ti yn gwybod ","cym","monoW","ww","monoW","www","know.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","674","2","7","12","ANE","be sy yn gael fi yeah ","cym","monoW","ww","monoW","www","which_is.V.3SP.PRES.REL=have.V.INFIN+SM","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","676","1","1","2","ANE","wedyn timod ","cym","monoW","ww","biling","wwb","know.V.2S.PRES.SPOKEN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","676","2","3","15","ANE","fydda i ddim yn mynd i bedroom top yna tan bob dydd Sul ","cym","biling","wb","biling","wbb","be.V.1S.FUT+SM=go.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","676","3","16","17","ANE","timod a ","cym","monoW","ww","biling","wwb","know.V.2S.PRES.SPOKEN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","677","1","1","3","ANE","right cliriwch bedroom ","cym","biling","wb","biling","wbb","clear.V.2P.PRES[or]clear.V.2P.IMPER","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","678","1","1","6","ANE","dillad i_lawr a cliriwch y bedroom ","cym","biling","wb","biling","wbb","clear.V.2P.PRES[or]clear.V.2P.IMPER","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","679","1","1","5","ANE","a mi wnawn nhw wneud ","cym","monoW","ww","monoW","www","do.V.1S.IMPERF+SM[or]do.V.1P.PRES+SM=make.V.INFIN+SM","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","680","1","1","5","ANE","basen nhw ddim yn meddwl ","cym","monoW","ww","monoW","www","be.V.3P.PLUPERF.SPOKEN=think.V.INFIN","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","680","2","6","8","ANE","wneud eu hunain ","cym","monoW","ww","monoW","www","make.V.INFIN+SM","3","1","3","3","3","3","3","3","2","4","1","1","1","1","1.6"
"Siarad","fusser7","685","1","1","3","BLO","yeah dw gwybod ","cym","monoW","ww","monoW","www","be.V.1S.PRES.SPOKEN=know.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","690","1","1","8","BLO","a fath â timod dros Dolig o'n i ","cym","monoW","ww","monoW","www","know.V.2S.PRES.SPOKEN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","690","2","9","10","BLO","yn gwybod ","cym","monoW","ww","monoW","www","know.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","690","3","11","20","BLO","bod y uniforms o'n i wedi wneud nhw yn syth ","cym","monoW","ww","monoW","www","be.V.INFIN=make.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","692","1","1","12","BLO","a wedyn New Year's Eve ia oedden nhw nôl lawr yna de ","cym","biling","wb","biling","wbb","be.V.3P.IMPERF.SPOKEN=fetch.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","696","1","1","6","BLO","dach chi heb wedi gwisgo nhw ","cym","monoW","ww","monoW","www","be.V.2P.PRES.SPOKEN=dress.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","696","2","7","11","BLO","ond mae nhw yn fudr ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","fusser7","697","1","1","6","BLO","oh sut mae nhw yn fudr ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","stammers4","165","1","0","3","ELE","erbyn pump tydy ","cym","monoW","ww","monoW","www","be.V.3S.PRES.NEG","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","stammers4","169","1","1","11","ELE","fedra i fynd efo Debbie a Charlie am chwech tan saith ","cym","monoW","ww","monoW","www","be_able.V.1S.PRES=go.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","stammers4","181","1","1","7","ELE","well pwy sy yn chwarae hwnna te ","cym","monoW","ww","monoW","www","which_is.V.3SP.PRES.REL=play.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
